"jobid","education","programming languages","databases","platforms","misc tools","web frameworks","environments","workflow management","testing software","visualization software"
3395774977,unknown,processing c r python,sql,,,,,,,
3395775872,unknown,,sql,,,,,,,
3395775981,unknown,,,windows,,,,,,
3395776199,unknown,go d javascript kotlin java scala,,aws,,,,,,
3395776332,unknown,tsql,,,bi,,,,,
3395776345,unknown,ml processing,,,machine_learning,,,,,
3395776899,unknown,reason,sql,,bi etl,,,,,
3395777295,unknown,c java,,,react,angular,,,,
3395785838,unknown,go,,,,,,,,
3395778381,unknown,java javascript,sql,linux,,,,,,
3395778542,unknown,c,,,,,,,,
3395780844,unknown,c d,,,,,,,,
3395796344,unknown,r go d,,,,,,,,
3395786277,Masters,rich,,,,,,,,
3395788196,Masters,mathematica,,,,,,jira,,
3395789798,unknown,processing,,,,,,,,
3395790067,Masters,processing c++,,linux windows,,,,,jenkins,
3395790076,unknown,d c c++ java r python,,,,,,,,
3395790106,unknown,processing,,linux aws,,,,,,
3395790119,Bachelors,processing,,,,,,,,
3395791315,unknown,ml c r python,,azure,hadoop spark machine_learning,,,,,
3395791331,unknown,go scheme,sql,,,,,,,
3395792488,Bachelors,ml c c++ java r format python,sql,aws,tensorflow keras machine_learning,,,,,
3395795017,unknown,c c++ python go puppet rust perl shell ruby,mysql sql cassandra elasticsearch mongodb,linux windows ios android,ansible hadoop chef,,,,,
3395803042,unknown,shell,sql oracle,ibm linux windows,,,,,,
3395811930,Bachelors,d java shell r python,,linux windows kubernetes docker,machine_learning,,,,selenium,
3395812236,unknown,,,docker,,,,,,
3395812600,Masters,perl shell,mysql sql microsoft_sql_server,,,,,,,
3395812654,Masters,perl shell,sql,,,,,,,
3395814335,unknown,c r,mongodb redis microsoft_sql_server,ios android windows,xamarin,,,,,
3395818275,unknown,c powershell,sql,,,,,,,
3395819634,Bachelors,processing apex,sql oracle postgresql,,,,,,,
3395825033,Bachelors,format,,,,,,,,
3395826074,unknown,r,oracle,azure gcp docker aws kubernetes,,,,,,
3395826567,Bachelors,,,gcp,,,,,,
3395828022,unknown,scheme python,oracle sql,,,,,,,
3395828279,unknown,scheme,,,,,,,,
3395829313,unknown,c java python,sql,,pandas machine_learning,,,jira,,
3395829960,unknown,r python,sql,gcp google_cloud_platform,etl,,,,,
3395834122,unknown,,,,,express,,,,salesforce
3395835443,Masters,d r python,sql,,tensorflow machine_learning,,,,,tableau
3395838882,unknown,processing,,,,,,,,
3395838897,unknown,css shell c powershell javascript html asp,postgresql,linux docker,,angular,,,,
3395842143,Bachelors,c c++ java python,sql,azure gcp aws,,,,,,
3395842951,Bachelors,c c++ java python,,azure aws,machine_learning,,,,,
3395845809,unknown,processing,,,,,,,,
3395846297,unknown,javascript,,,,,,,,
3395846757,unknown,processing,sql,,bi etl,,,,,
3395848169,Bachelors,java c,,,,,,,selenium,
3395850897,unknown,javascript shell python,,aws,machine_learning,,,,,
3395853059,unknown,,,,,,,,,salesforce
3395856995,unknown,c,,,,,,,,
3395858864,unknown,c asp,sql,windows aws,,,,,,
3395864867,unknown,c swift,,ios,,express,,,,
3395865029,unknown,,sql,,,,,,,
3395865933,Bachelors,scheme d,,,,,,,,
3395877836,unknown,powershell perl python,sql oracle mongodb,linux windows docker,,,,,,
3395877951,unknown,assembly processing,,,,,,,,
3395878308,unknown,r d,,,,,,,,
3395880088,Bachelors,processing,,,,,,,,
3395885752,Bachelors,d c c++ python,,linux,,,,,,
3395895766,Bachelors,,,windows linux,,,,,,
3395902501,Bachelors,scala shell r python,oracle,azure linux aws,bi hadoop spark etl,,,,,tableau
3395907794,unknown,c c++ java python,,,tensorflow machine_learning,,,,,
3395913835,unknown,css javascript,sql,,,angular,,,,
3395919084,Bachelors,go,,,,,,jira,,
3395919995,unknown,scheme,,,,,,,,
3395922478,unknown,go,,,,,,,,
3395928782,unknown,scheme,,,,,,,,
3395933759,Bachelors,c c++ java python,,azure aws,machine_learning,,,,,
3395933913,unknown,c++ python,,android linux,,,,,,
3395937170,unknown,,sql,azure,etl,,,,,
3395940188,unknown,verilog vhdl,,,bi,,,,,
3395940579,unknown,processing,sql,,,,visual_studio,,,
3395940694,unknown,c,sql microsoft_sql_server,,bi hadoop spark etl,,visual_studio,,,
3395941355,unknown,,,,,express,,,,
3395941428,unknown,javascript,postgresql sql,,,,,,,
3395942615,unknown,go javascript python,,linux docker,,django,,,,
3395943502,unknown,matlab java,,,,,,,,
3395944196,unknown,r python,sql,,machine_learning,,,,,
3395945190,unknown,,,ibm,,,,,,
3395945631,unknown,go processing java scala python,sql,aws,spark,,,,,
3395963178,unknown,go scala ml python,,aws,hadoop spark machine_learning,,,,,
3395965100,unknown,processing javascript java python,dynamodb,linux docker aws,machine_learning,angular,,,jenkins,
3395971606,Bachelors,java scala python,sql elasticsearch,,spark etl,,,,,
3395972039,unknown,go php java,,aws,,,,,,
3395972045,Bachelors,go,,,bi,,,,,
3395972252,unknown,,sql,,,,,,,
3395974446,unknown,r go d,,,,,,,,
3395975588,unknown,,,,,express,,,,
3395976938,Bachelors,go elm d,,,,,,,,
3395977081,Bachelors,,,,react,,,,,
3395978613,unknown,scheme assembly,,,,,,,,
3395984463,unknown,ml d processing c c++ scala python,elasticsearch,,pytorch hadoop spark machine_learning,,,,,
3395990624,unknown,puppet julia,mysql elasticsearch,linux aws kubernetes,chef ansible,,,,,
3395991914,unknown,python,,google_cloud docker aws,machine_learning etl,django,,smartsheet,,
3395992374,unknown,python,,linux,react machine_learning,flask ruby_on_rails django,,,,
3395992578,unknown,d c java shell r python,sql postgresql,linux,ansible,spring,,,,wrapper
3395993089,Bachelors,,sql,,,,,,,
3395995338,unknown,ml python,sql,,machine_learning,,,,,
3395995651,unknown,scheme format processing d,,,,,,,,
3395998482,unknown,verilog vhdl,,,bi,,,,,
3396001614,unknown,go,,,,,,,,
3396001773,unknown,processing d java python,sql,,bi hadoop etl,,,,,
3396002091,unknown,go,,,,,,,,
3396002107,Bachelors,python,mysql,aws,,ruby_on_rails,,,,
3396002110,Bachelors,,mysql postgresql,ios heroku,,ruby_on_rails,,,,
3396002127,unknown,kotlin java python,sql,kubernetes aws,bi etl,,,,,looker tableau
3396005618,Bachelors,c java perl,sql,windows,,,,,,
3396009927,Bachelors,processing c javascript asp,sql,azure windows docker,,,visual_studio,,jenkins,
3396009955,Bachelors,processing c javascript asp,sql,azure windows docker,,,visual_studio,,jenkins,
3396010049,Bachelors,c powershell javascript asp python,sql,azure,react,,visual_studio,,jenkins,
3396010102,Bachelors,puppet c c++ powershell java python,sql,azure windows docker,chef ansible,,visual_studio,,jenkins,
3396010136,Bachelors,c powershell javascript asp python,sql,azure,react,,visual_studio,,jenkins,
3396015346,Bachelors,text,,windows,,,,jira,,
3396016302,unknown,r scheme python,sql,,,,,,,
3396020400,Bachelors,go,,,,,,,,
3396023312,unknown,python,,linux,,,,,,
3396688446,unknown,,,linux,,,,,,
3396033207,unknown,java,mongodb cassandra,docker aws,,,,,,
3396036844,unknown,scheme format processing d,,,,,,,,
3396036849,unknown,scheme format processing d,,,,,,,,
3396037490,unknown,scala,sql elasticsearch,slack aws linux docker,spark,,intellij,,,
3396112334,unknown,,,linux,,,,,,
3396046117,unknown,scheme,,,,,,,,
3396046284,unknown,processing d c c++ java r matlab python,,linux,,,,,,
3396046313,unknown,processing d c c++ java r matlab python,,linux,,,,,,
3396046331,Bachelors,c++ scala,,aws docker kubernetes,machine_learning,,,,jenkins,
3396058119,Bachelors,ruby puppet c++ javascript java python,,gcp linux docker kubernetes aws,chef ansible,,,,,salesforce
3396058137,Bachelors,ruby puppet c++ javascript java python,,gcp linux docker kubernetes aws,chef ansible,,,,,salesforce
3396058146,Bachelors,ruby puppet c++ javascript java python,,gcp linux docker kubernetes aws,chef ansible,,,,,salesforce
3396059184,unknown,r go d,,,,,,,,
3396062589,Bachelors,d c python,,linux aws,,,,,,
3396075323,Bachelors,c c++ java,,linux,,,,jira,jenkins,
3396090858,Bachelors,ruby d javascript python,oracle sql postgresql,,etl,angular,,,,
3396090866,unknown,ruby go d c c++ java python,,linux kubernetes aws,ansible,,,,,
3396091456,Bachelors,crystal javascript,sql oracle,,,,,,,
3396098836,unknown,processing d,,,,,,,,
3396102427,unknown,r d,,,,,,,,
3396102861,unknown,python,,azure gcp google_cloud_platform aws,ansible,,,,,
3396104234,unknown,c++ text,,,,,,,,
3396107290,unknown,,,,,,,,,salesforce
3396126546,unknown,r python,sql,azure gcp,machine_learning,,,,,
3396126659,unknown,ml,,,bi etl,,,jira,,
3396126755,unknown,powershell perl scheme python,,linux windows,,,,,,
3396130587,Bachelors,processing,cassandra couchbase,,,,,jira,jenkins,
3396132690,Bachelors,rich r d,,,,,,,,
3396133539,Bachelors,go powershell c,,aws,,,,,jenkins,
3396117152,unknown,,oracle sql,linux windows,,,,,,
3396117181,unknown,php css javascript html vue python,redis dynamodb,aws,,,,jira,,
3396117206,unknown,typescript javascript vue,,,,,,jira,,
3396117238,unknown,typescript javascript vue,,,,,,jira,,
3396117577,unknown,processing,,,machine_learning,,,,,
3396119604,unknown,ruby java,sql oracle,linux windows,,spring,,,,
3396124848,unknown,r d,,,,,,,,
3396125443,unknown,powershell,sql,azure linux,,,,,,
3396133598,Bachelors,go processing c++ java groovy python,sql,aws,machine_learning,,,,jenkins selenium,
3396134346,Bachelors,php java perl shell python,oracle sql,,,,,,,
3396135897,unknown,python php c++,,linux docker kubernetes,,,,,,
3396138491,unknown,go,,,,,,,,
3396142467,unknown,r go d,,,,,,,,
3396142979,unknown,python shell,,docker kubernetes,ansible,,,,,
3396145145,Bachelors,java,,,,,,,jenkins,
3396145257,unknown,asp c crystal,sql,,,,,,,
3396145515,unknown,rich go html r,,,react,,,,,
3396147184,Bachelors,,,,etl,,,,,
3396150197,Bachelors,c c++ html r python powershell javascript java scala ml css,postgresql mysql sql oracle cassandra elasticsearch,aws,pytorch etl hadoop spark tensorflow machine_learning,angular,,jira,jenkins,
3396152144,unknown,r d,,,,,,,,
3396153066,Bachelors,powershell r,,azure linux windows,,,,,,
3396165951,unknown,,sql,,,,,,,
3396191009,unknown,reason processing java python,sql,gcp docker,,,,,,
3396191155,unknown,reason processing java python,sql,gcp docker,,,,,,
3396191382,unknown,reason processing java python,,azure gcp docker aws,spark,,,,,
3396193476,Bachelors,c c++,,,,,,,,
3396202726,unknown,go r python,sql,,tensorflow spark machine_learning,,,,,
3396210078,unknown,go d c c++ javascript r matlab python,mysql,slack windows,,,visual_studio,jira,,
3396214090,unknown,puppet python,oracle postgresql,linux docker kubernetes aws,,,,,jenkins,
3396214189,unknown,puppet perl python,mysql,linux docker aws,chef ansible,,,,,
3396214439,unknown,css c java html asp,sql,windows,,,,,,
3396219271,unknown,reason d,,,,,,,,
3396221692,unknown,,sql oracle,,,,,,,
3396222828,unknown,r d python,sql,,,,,,,
3396229004,Bachelors,python,sql,gcp aws,machine_learning,,,,,tableau
3396229635,unknown,c,sql,,,,,,,tableau
3396234491,unknown,,,windows,,,,,,
3396240547,unknown,go,,,bi machine_learning,,,,,
3396246741,unknown,javascript java,sql,linux windows,,jquery,,,,
3396248369,Bachelors,c c++ java python,sql,azure gcp aws,,,,,,
3396250939,unknown,r assembly d,,,,,,,,
3396252096,Bachelors,,dynamodb,aws,,,,,,
3396256275,High School,processing,,,,,,,,
3396261586,unknown,java matlab format python,,,hadoop,,,,,
3396264943,unknown,text processing,,,,,,,,
3396268238,Bachelors,,,slack,machine_learning,,,jira,,
3396268385,unknown,processing,,,,,,,,
3396268389,unknown,java,sql,,bi etl,,,,,
3396273548,unknown,puppet javascript java perl python,,linux docker kubernetes aws,chef,spring,,jira,jenkins,
3396275397,Bachelors,css javascript html,sql,,,jquery,,,,salesforce
3396275962,unknown,,,windows linux,,,,,,
3396277199,unknown,go,sql,,,,,,,tableau
3396279275,unknown,python d,,linux aws kubernetes,,,,,,
3396279687,unknown,rich go ml d c++ java python,,,tensorflow spark machine_learning,,,,,
3396291170,unknown,ruby css javascript html elixir python,,aws docker,,ruby_on_rails express django,,jira,,
3396291271,unknown,rich go processing java scala python,,gcp google_cloud google_cloud_platform,bi machine_learning hadoop spark etl,,,,,
3396291364,unknown,rich go processing java scala python,,gcp google_cloud google_cloud_platform,bi machine_learning hadoop spark etl,,,,,
3396296744,unknown,javascript python,,aws,react,,,jira,selenium,
3396297709,unknown,r go python,sql,,,,,,,
3396304090,unknown,d javascript java r typescript,postgresql,docker aws,,jquery express,,jira,jenkins,
3396305226,unknown,scheme java r python,sql,linux,spark machine_learning,,,,,
3396305335,unknown,,sql,,,,,,,tableau
3396318182,unknown,go processing,,,,,,,,
3396320588,unknown,processing,sql,,,,,,,
3396336246,unknown,r c python,,,machine_learning,,,,,
3396337879,unknown,ml,,,,,,,,
3396347451,Bachelors,,sql,,,,,,,
3396375329,Bachelors,python,sql,,tensorflow keras spark machine_learning,,,,,
3396416741,Bachelors,go,,,,,,,,
3396418459,unknown,c go d,,,,,,,,
3396428109,unknown,processing,,,,,,,,
3396433316,unknown,r d,,,,,,,,
3396462122,unknown,r d,,,,,,,,
3396464177,unknown,,,,,,,,,salesforce
3396473492,Bachelors,processing,,,,,,,,
3396473529,unknown,java processing,sql,,,,,,,
3396475772,Bachelors,,,wordpress,,,,,,
3396475794,unknown,go text,,,bi,,,,,
3396475824,unknown,python,,,,,,,selenium,
3396481084,unknown,php perl shell python,mysql mongodb redis couchbase,gcp google_cloud aws,,,,,,
3396486540,unknown,r d,,,,,,,,
3396487556,unknown,ruby processing c++ javascript java python,,docker kubernetes,,,,,jenkins,
3396494618,Bachelors,shell,mysql oracle sql cassandra,linux,,,,,,
3396500675,unknown,,oracle,,,,,,,
3396504359,unknown,c javascript html asp,,,bi,,,,,
3396504368,unknown,css javascript python,sql postgresql,,,,,,,
3396504531,unknown,c d,,,,,,,,
3396688450,unknown,,sql,,,,,,,salesforce
3396516854,unknown,r d,,,,,,,,
3396523803,Bachelors,r python,oracle sql,,,,,,,
3396525233,Masters,,sql,,,,,,,
3396532294,unknown,reason scala c++ java shell r python,mysql oracle sql,azure aws,machine_learning hadoop spark etl,,,,,
3396542859,unknown,scheme processing,,,,,,,,
3396561186,unknown,d,,,,,,,,
3396563450,unknown,c,,,,,,,,salesforce
3396573408,unknown,tcl c c++ python,sql oracle,arduino raspberry,,,,,,
3396583257,unknown,go,,,,,,,,
3396583688,unknown,rich go d c c++ javascript java r,sql,docker kubernetes,,angular,,,,
3396586572,unknown,ml,,,bi etl,,,jira,,
3396586583,unknown,d r python,sql,azure gcp,machine_learning,,,,,
3396587783,Bachelors,go,,,,,,,,
3396596794,unknown,r,,,,,,,,
3396602833,unknown,go,,,,,,,,
3396603659,unknown,processing,,,,,,,,
3396625040,unknown,r python,sql,,machine_learning,,,,,tableau
3396627851,unknown,reason processing c++ java r scala,sql,,hadoop spark,,,,,tableau
3396631943,unknown,,,linux,,,,,,
3396640460,unknown,rich java,mysql redis dynamodb cassandra postgresql,azure gcp docker aws kubernetes,hadoop spark,,,,,
3396644105,Bachelors,,,linux,,,,,,
3396658225,Bachelors,go ruby python,,linux docker kubernetes,ansible,,,,,
3396658253,unknown,go python,redis,linux docker kubernetes aws,ansible,,,,,
3396664982,Masters,reason,sql,ibm,etl,,,,,
3396667581,unknown,go,,,,,,,,
3396676823,unknown,d,,,,,,,,
3396684084,unknown,go,,,,,,,,
3396685266,unknown,,,aws docker,,angular,,,,
3396686323,unknown,processing,,,bi,,,,,
3396688120,unknown,,,,,,,,,tableau
3396688313,Bachelors,,sql,aws,bi etl,,,,,looker tableau salesforce
3396688350,Bachelors,c java r python,sql,aws,bi hadoop,,,,,tableau
3396695082,unknown,go ruby swift javascript kotlin elixir,redis postgresql,aws,react flutter machine_learning,,,,,
3396697602,unknown,r python,sql,,hadoop,,,,,
3396697843,unknown,go r python,sql,,tensorflow spark machine_learning,,,,,
3396698085,Bachelors,format,,,,,,,,
3396700495,unknown,processing d c c++ r,,,,,,,,
3396701529,unknown,css javascript java,,windows,,jquery,,,,
3396700773,unknown,processing,,windows,,,,,,
3396700834,Bachelors,go c format,mysql mongodb dynamodb postgresql,aws,,,,,,
3396701250,unknown,,sql,,,,,,,
3396701481,Bachelors,format,,linux,,,,,,
3396701521,unknown,php java,oracle,ios android,,,,,,
3396736196,unknown,r python,sql,google_cloud_platform,hadoop machine_learning,,,,,
3396757500,unknown,r python,sql oracle,,bi etl hadoop machine_learning,,,,,qlik tableau
3396759830,unknown,scala ml processing python,sql,gcp aws,machine_learning,,,,,
3396788076,unknown,go,,,,,,,,
3396802025,Masters,python,sql,aws,tensorflow keras machine_learning,,,,,
3396832064,unknown,css,,,,,,,,
3396866236,unknown,css c javascript html vue,sql,,react,,,,,
3396901543,unknown,css jupyter java python,sql,linux aws,hadoop spark etl,spring,,,,
3396907533,unknown,scala ml processing python,sql,gcp aws,machine_learning,,,,,
3396907535,unknown,python processing powershell java scala,sql,gcp linux docker kubernetes,machine_learning,,,,,
3396919767,unknown,,,,,,,,,salesforce
3396928699,unknown,javascript java python,,docker aws,react ansible,,,,,
3396928766,unknown,format,,,,,,,,
3396929394,unknown,javascript java groovy,,,,,,,,
3396987937,unknown,,,,machine_learning,,,,,
3396929408,unknown,c java python,sql mongodb postgresql,,,,,,,
3396936123,unknown,,sql,,,,,,,
3396962797,unknown,processing,,,,,,,,
3397007550,unknown,go c scheme,,,unity bi,,,,,
3397087490,unknown,python,sql oracle,,,,,,,
3397120454,unknown,d powershell c,oracle sql,,,,,,,
3397140005,unknown,processing javascript shell typescript,mysql mongodb,aws,react,,,,,
3397143761,unknown,r,,,,,,,,
3397167863,Bachelors,ml processing java r matlab python,,aws,spark machine_learning,,,,,
3397363642,Bachelors,,sql,,,,,,,
3397395285,unknown,d javascript java r,sql,ibm azure aws,,,,,,
3397398677,unknown,r d,,,,,,,,
3397413299,Bachelors,ml processing java scala,,,hadoop spark machine_learning,,,,,
3397413583,unknown,r python,sql,,machine_learning,,,,,
3397414297,Bachelors,c,,,,,,,,
3397414924,Bachelors,,sql,,,,,,,
3397416403,unknown,rich,,aws,,,,,,
3397417341,Masters,c c++ java r python,,,machine_learning,,,,,
3397417792,unknown,java shell python,sql oracle redis,linux,pandas,flask django,,,,
3397418377,unknown,c,,,,,,,,
3397418979,unknown,go,,,,,,,,
3397419562,unknown,python,,,bi,,,,,
3397419715,unknown,,,,,,,,,salesforce
3397420823,unknown,ml,sql oracle,,,,,,,
3397420881,unknown,r d,,,,,,,,
3397421199,unknown,c,,,,,,,,
3397424068,Bachelors,python c java,,azure google_cloud aws kubernetes,,,,,,
3397424500,Bachelors,processing java perl shell python,mysql sql oracle mongodb postgresql,ibm,bi hadoop etl,,,,,
3397424523,Bachelors,format,,,,,,,,
3397425009,unknown,,sql,,,,,,,
3397425105,unknown,reason format,,linux,,,,,,
3397425216,unknown,,,,,,,,,salesforce
3397425524,unknown,css c c++ javascript java html,,ios android,,jquery,,,jenkins,
3397425582,unknown,javascript java scala,mongodb redis postgresql,aws,chef react spark,,,jira,selenium,
3397425691,Bachelors,python,,,machine_learning,django,,,,
3397643882,unknown,python,sql,,,,,,,
3397426033,unknown,html php python,,,,,,,,
3397426056,Bachelors,javascript java,mysql oracle,,react machine_learning,spring angular,,,,
3397426064,unknown,jupyter java r scala python,sql,linux windows macos,tensorflow hadoop pandas spark machine_learning,,,,,
3397426067,Bachelors,shell javascript java html python,sql,linux docker,machine_learning,,,,,
3397426075,unknown,php shell c c++ java html,mysql,android,unreal unity,,,,jenkins,
3397426113,Bachelors,c++,,,,,,,,
3397645685,unknown,javascript java shell python,,linux aws,hadoop,,,jira,,
3397426134,unknown,python,,,machine_learning,,,,,
3397426137,unknown,processing java shell,,linux windows,hadoop spark etl,,,,,
3397426151,unknown,c c++ processing python,,,,,,,,
3397426217,unknown,,sql,,,,,jira,,
3397426302,unknown,ml,,,spark hadoop machine_learning,,,,,
3397429542,unknown,java python,sql,linux windows,,,,,,
3397430776,unknown,rich,,,,,,,,
3397431023,Bachelors,php python,,linux windows aws,,,,,,
3397431462,unknown,,,,bi,,,,,tableau domo
3397432359,Bachelors,go,,,,,,,,
3397432932,unknown,,mysql oracle sql,linux,,,,,,
3397433187,unknown,processing,sql,,,,,,,
3397433957,unknown,processing,,,,,,,,
3397434131,unknown,java,sql,linux,,,,,,
3397445794,unknown,python,,azure aws,ansible,,,,,
3397448166,Bachelors,javascript java r typescript python,mysql sql oracle,aws,hadoop spark etl,,,,,tableau powerbi
3397450166,Bachelors,ruby php css javascript java html python,mysql oracle mongodb postgresql,aws,react,ruby_on_rails laravel express,,,,
3397450520,unknown,java javascript,mysql postgresql,,,,,,,
3397452092,Bachelors,php,mysql,,,laravel,,,,
3397453273,Bachelors,php java,sql,linux,,,,,,
3397455333,Bachelors,php css c javascript java html python,sql,aws,,,,,,
3397455657,unknown,,sql,,,,,,,
3397465492,unknown,,,,,,,smartsheet jira,,
3397469810,unknown,c c++,mysql,,,,,,,tableau
3397479126,unknown,d,,,,,,,,
3397483021,unknown,java,sql,aws,,spring,,,,
3397483519,unknown,reason,sql,,,,,,,looker tableau powerbi
3397484142,unknown,go,,,,,,,,
3397486898,unknown,rich css d c javascript java html r typescript python,,docker,,,,,,
3397486902,Bachelors,r d,,,bi,,,,,
3397486904,Bachelors,r assembly processing d,,,,,,,,
3397486910,unknown,go d r scheme,,,unity,,,,,
3397486954,unknown,css javascript java html,mysql oracle sql,docker aws,,spring jquery angular,,,jenkins,
3397486956,unknown,css d javascript java html r,sql,linux windows,,jquery,,,,
3397490303,unknown,python,sql,,spark,,,,,
3397490387,unknown,python,,,spark hadoop etl,,,,,
3397492821,Bachelors,,mysql sql postgresql,ibm linux windows,etl,,,,,tableau
3397492835,Bachelors,,sql oracle,,,,,,,
3397492871,Bachelors,python php c++ java,,azure docker aws kubernetes,ansible,angular,,,,
3397492887,Bachelors,c java,mysql sql,,,,visual_studio,,,
3397493806,unknown,processing,,,,,,,,
3397500564,unknown,ml jupyter python,,azure gcp aws,machine_learning,,,,,
3397500801,unknown,python,,aws linux,,django,,,,
3397500871,unknown,c c++,,,,,,,,
3397503924,unknown,typescript javascript,,aws,react,,,,,
3397504740,unknown,rich,sql,,,,,,,
3397504886,unknown,java scala python,sql,aws azure,hadoop spark,,,,,
3397505478,unknown,reason,,,,,,,,
3397510349,unknown,,oracle sql,azure,,,,jira,,
3397511412,unknown,processing c c++ matlab,,linux,,,,,,
3397514264,unknown,php processing c++ jupyter java r python,mysql sql cassandra,aws,tensorflow etl machine_learning,,,,,
3397516532,Bachelors,,microsoft_sql_server sql,,,,,,,
3397516586,unknown,go,,,,,,jira asana,,
3397517287,Bachelors,,,,,express,,,,salesforce
3397518725,Bachelors,powershell,,azure linux docker kubernetes,,angular,,,,
3397518727,Bachelors,ruby c java asp,sql,azure docker aws kubernetes,,,visual_studio,jira,jenkins,
3397553963,Bachelors,python,sql,,machine_learning,,,,,
3397555202,unknown,php css javascript html vue python,redis dynamodb,aws,,,,jira,,
3397556035,unknown,go,,,,,,,,
3397557082,unknown,,,google_cloud kubernetes,machine_learning,,,,,
3397565657,unknown,php css javascript html vue python,redis dynamodb,aws,,,,jira,,
3397566580,unknown,processing python,sql,,hadoop spark machine_learning,,,,,
3397572291,unknown,r python,sql,,bi,,,,,
3397572963,unknown,powershell python,,windows linux,,,,,,
3397573351,unknown,ruby css javascript scheme,mysql sql mongodb mariadb postgresql,azure docker aws kubernetes,,ruby_on_rails,,,,
3397574253,unknown,go c,,aws,machine_learning,,,,,salesforce
3397574332,unknown,ruby php c swift javascript java python,,ios linux windows aws,,,,,,
3397574400,Bachelors,css c c++ javascript java python,,linux aws,,spring jquery,,,,
3397575068,unknown,go c++ assembly,,windows,,,,,,
3397575176,Bachelors,,,aws,,,,,,
3397577658,unknown,r go,,,bi,,,,,
3397581131,Bachelors,processing,,,,express,,,,
3397582050,unknown,processing java r,sql oracle,,machine_learning,,,,,
3397596725,unknown,go scheme,,,,,,,,
3397599295,unknown,d,,windows,,,,,,
3397600325,unknown,go c++ assembly,,windows,,,,,,
3397604447,unknown,processing swift java scala python,sql oracle,ibm linux,ansible,,,,jenkins,
3397606205,unknown,c,sql,,,,,,,
3397606384,unknown,c python,,linux windows,,,,,jenkins,
3397613425,unknown,r d,,,,,,,,
3397614110,unknown,d javascript java r,sql oracle,,,spring,eclipse,,,
3397623611,unknown,python,,azure aws,ansible,,,,,
3397623968,unknown,go scheme processing,oracle,,,,,,,
3397624180,Bachelors,ml d processing c++ java r python,,docker kubernetes,pytorch tensorflow spark machine_learning,,,,jenkins,
3397624558,unknown,rich ml text processing r python,sql,azure kubernetes aws,pytorch tensorflow hadoop spark machine_learning,,,,,
3397624778,unknown,processing,,,,,,,,
3397625033,unknown,scheme,,,,,,,,
3397625041,unknown,go,,,,,,,,
3397626818,unknown,text lisp c++ jupyter java r matlab scala python,,,pandas spark machine_learning,,,,,
3397625061,unknown,scheme,,,,,,,,
3397625084,unknown,go,,,,,,,,
3397625243,unknown,r python,,,hadoop machine_learning,,,,,
3397626112,unknown,python go c++ java,,kubernetes,pytorch tensorflow spark machine_learning,,,,jenkins,
3397626875,unknown,,,,,express,,,,
3397627966,unknown,python,sql,,machine_learning,,,,,
3397629094,unknown,,,,,express,,,,
3397629344,unknown,,,,,express,,,,
3397630846,unknown,,,,,express,,,,
3397634991,Masters,javascript java,sql oracle,linux,,,,,,
3397635648,unknown,rich ml,,,,,,,,
3397636791,unknown,,,windows,,,,,,
3397640558,unknown,ruby go applescript c java shell python,sql,linux windows,,jquery,,,,
3397640591,unknown,rich ruby c java python,sql,linux,react,,,,,
3397640810,unknown,go scheme,,,,,,,,
3397641877,unknown,shell python,sql,linux,,,,jira,,
3397642089,unknown,go,,,,,,,,
3397647948,unknown,crystal,sql,,,,,,,
3397648034,Bachelors,apex,oracle sql postgresql,azure,,,,,,
3397650369,unknown,c++ javascript processing,,,,,,,,
3397655787,unknown,processing,sql,aws,,,,,,
3397656163,unknown,,sql,,,,,,,tableau
3397656660,unknown,,sql,azure,bi,,,,,tableau
3397658179,unknown,c,,,,,,jira,,
3397660279,unknown,processing,sql oracle,linux,hadoop spark,,,,,
3397660320,unknown,,oracle,ibm,bi,,,,,tableau
3397660448,unknown,,postgresql oracle sql,,,,,,,powerbi
3397660668,unknown,processing,,linux,spark hadoop,,,,,
3400271322,unknown,c c++,,,tensorflow spark machine_learning,,,,,
3397660677,unknown,,sql,,etl,,,,,salesforce
3397660699,unknown,,,gcp,,,,,,
3397663800,unknown,,,aws,,,,,,
3397665906,Masters,python,sql,kubernetes,tensorflow machine_learning,,,,,tableau
3397669036,unknown,processing,,,,,,,,
3397674385,unknown,processing c++ perl python,,linux,,,,,,
3397674447,unknown,javascript,,,react,angular,,,,
3397674930,Bachelors,processing,,,,,,,,
3397674955,unknown,javascript css html,,,,,,jira,,
3397676849,unknown,javascript java groovy,,linux windows docker kubernetes,chef ansible,,,,jenkins,
3397683848,unknown,processing,,,,,,,,
3397685409,unknown,go processing clojure java perl scala python,dynamodb,aws linux,machine_learning etl,,,,,
3397687975,unknown,processing java python,oracle sql elasticsearch,,hadoop,,,,,
3397688062,unknown,r python,sql,,machine_learning,,,,,
3397696914,unknown,c d,,,,,,,,
3397689727,Bachelors,java d,,,,,,,,
3397690729,unknown,scheme,,,,,,,,
3397692522,Bachelors,ruby python,,,bi machine_learning,,,jira,,
3397692675,unknown,java,sql,azure,bi,,,,,
3397692893,Masters,html,,,,,,,,
3397693495,unknown,scheme,,,,,,,,tableau
3397693619,Bachelors,processing,,,,,,,,
3397693712,unknown,processing,,,machine_learning,,,,,
3397693915,unknown,processing,,gcp,,,,,,
3397743231,unknown,,,,,,,jira,,
3397697202,unknown,c c++,,,,,,,,
